Gene,BRCA_1,BRCA_2,BRCA_3,Treated_1,Treated_2,Treated_3,Treated_4,Treated_5
Mir322,15,60,77,55,29,51,25,31
Mir339,2071,1988,2150,2189,2110,2163,2400,2473
Mir343,2575,2652,3041,3486,3419,3879,3385,3068
Mir3473c,8436,8988,10052,7048,6636,6340,7212,6606
Mir351,3,2,9,8,6,3,2,3
Mir425,37,39,28,33,31,38,51,43
Mir450b,575,515,599,608,531,549,718,746
Mir467f,80577,69186,74480,83191,83270,81406,88693,84662
Mir503,2346,1924,2477,1661,1666,1412,2099,1971
Mir5130,52,50,40,41,37,27,60,50
Mir99ahg,2705,2324,2629,1843,1638,1525,2384,2494
Mirlet7d,167,179,188,237,200,242,207,184
Mis12,181,182,262,340,187,236,153,199
Mis18a,580,487,569,416,400,481,413,480
Mis18bp1,1866,1899,2166,1886,1764,1623,1887,1962
Mitd1,17,29,24,37,36,24,30,29
Mitf,814,726,908,583,555,520,575,569
Mkks,2125,2096,2353,2771,3046,3374,2505,2346
Mkl1,4464,3270,3850,12696,13217,11454,7393,7313
Mkln1os,471,462,512,687,694,803,746,725
Mknk1,525,421,437,446,458,375,502,530
Mkrn2,4,5,1,7,7,4,2,2
Mkrn3,5,2,1,4,11,9,8,3
Mks1,886,782,918,627,628,581,905,895
Mkx,3786,4354,4569,3838,3449,3626,4046,3530
Mlec,87,58,67,107,98,69,86,104
Mlf2,46,40,37,53,51,71,58,64
Mlh1,1561,923,978,1324,1208,1330,1167,1463
Mlh3,1276,1228,1381,1684,1710,1544,1266,1296
Mlip,3,4,5,5,0,2,1,2
Mllt4,18,11,7,43,33,28,12,21
Mllt6,38,72,104,113,81,114,142,120
Mlph,1373,1350,1391,1544,1477,1703,1684,1647
Mlst8,908,1061,1083,542,396,562,710,604
Mlx,2315,2312,2751,2092,1907,1723,2232,2384
Mlxip,1638,1418,1580,1205,1188,1098,1246,1322
Mlxipl,602,464,695,483,437,519,371,322
Mlycd,187998,188449,196441,43378,47921,49150,111494,95161
Mmaa,106,105,108,78,88,68,119,132
Mmadhc,3910,4420,4626,8006,6692,7575,6178,6154
Mmel1,1265,714,937,90,63,111,197,106
Mmgt1,282,171,192,243,214,180,291,314
Mmgt2,340,427,481,155,143,210,261,284
Mmp12,1371,1555,1693,1275,1323,1166,1402,1518
Mmp13,160,125,143,146,151,183,104,105
Mmp14,821,809,956,808,687,661,920,986
Mmp16,2896,2512,2938,2760,2722,2399,2924,2948
Mmp19,26,16,17,161,167,212,44,45
Mmp2,233,252,292,190,183,199,192,241
Mmp23,1948,2081,2217,2365,2308,2587,2800,2545
Mmp25,1131,997,1188,1120,1083,1086,1174,1185
Mmp27,1516,1505,1501,1555,1533,1615,1556,1478
Mmp28,352,321,392,299,320,269,418,370
Mmp3,267,137,174,290,262,316,226,167
Mmp8,155,99,104,232,305,283,171,250
Mmp9,3120,3285,3680,2501,2230,2058,3071,2905
Mmrn1,488,400,482,457,414,337,511,588
Mms19,9844,9787,11238,11642,11452,10259,10060,10217
Mms22l,200,163,176,163,149,165,180,156
Mn1,788,785,855,914,972,919,974,934
Mnda,198,116,135,214,187,172,187,180
Mndal,131,123,128,344,364,335,241,195
Mns1,22707,27018,28731,23000,22347,23972,26519,24558
Mnt,700,865,965,756,654,669,692,652
Mob1a,1617,1459,1939,805,676,582,768,663
Mob3a,8809,8531,9568,10183,10020,11211,10099,9281
Mob3c,392,412,455,373,324,350,422,447
Mobp,72,57,78,90,83,100,70,100
Mocos,3053,2853,3343,2570,2467,2453,2882,2898
Mocs1,2,1,2,4,5,5,1,3
Mocs2,0,3,3,4,3,2,3,9
Mocs3,788,770,822,778,685,715,963,984
Mog,2145,2131,2253,1827,1782,1694,2106,2224
Mogs,3895,4070,4089,3088,2734,3037,3439,3208
Mon1a,1139,1098,1217,1052,927,874,1026,1019
Mon1b,300,290,412,339,314,349,243,298
Mon2,2494,3105,3529,2213,2077,2267,2197,2191
Morc2a,1407,1094,1227,1439,1332,1241,1547,1617
Morc3,2388,2968,3474,1410,1338,1225,1350,1177
Morc4,2094,1685,2069,1830,1833,1675,2084,2074
Morf4l1,1628,1171,1448,1115,1137,860,1161,1300
Morn1,3047,2721,3087,2059,1930,1687,2590,2606
Morn3,1845,1801,2094,1487,1509,1359,1794,1794
Morn4,53,57,73,222,253,218,43,51
Mospd1,374,384,479,591,556,539,707,717
Mospd2,65,69,64,61,55,74,74,44
Mov10l1,8515,8960,10469,5779,5132,4802,6224,6193
Mpc1,298,154,135,197,156,216,113,87
Mpc1-ps,1729,2007,2079,1791,1649,1713,1747,1483
Mpc2,1013,973,1116,1013,1009,888,996,943
Mpdu1,4225,3164,3737,4100,4153,3875,4946,5265
Mpeg1,2357,2202,2610,2507,2357,2409,2355,2393
Mphosph10,2,2,1,1,3,6,3,3
Mphosph8,753,655,847,395,350,363,449,453
Mpnd,940,871,1064,993,916,815,1118,1122
Mpo,294,154,175,1532,1797,1403,1176,1243
Mpp1,893,856,1083,1077,1081,1053,789,713
Mpp2,1118,490,668,690,685,641,947,906
Mpp3,48,28,31,50,68,75,48,62
Mpp5,422,418,448,365,312,288,397,437
Mpped2,2016,1786,2014,2313,2515,2443,2308,2242
Mpv17,5,3,5,4,9,8,16,17
Mpv17l,6,2,3,3,10,4,5,9
Mpv17l2,41,41,46,24,31,33,35,35
Mpzl3,2,3,3,2,7,5,3,3
Mr1,4904,6414,5159,2801,2483,2430,5545,5122
Mras,434,438,487,452,402,389,466,531
Mrc1,15,14,17,23,20,31,40,50
Mre11a,1027,941,1079,645,649,703,948,888
Mrgpra4,452,495,575,586,529,561,514,492
Mrgprb2,3346,2481,2717,2062,2281,2121,2545,2391
Mrgprh,719,610,661,733,654,658,836,856
Mrm1,850,971,1205,716,751,771,944,800
Mroh1,829,999,1031,666,702,677,863,878
Mroh5,159,198,278,160,159,199,129,170
Mroh7,1067,1514,1572,1004,1077,982,922,853
Mrpl1,1702,1735,1880,1788,1803,1708,1725,1673
Mrpl11,43,40,48,64,72,71,65,119
Mrpl12,2,4,3,3,4,3,4,5
Mrpl14,2590,2288,2769,1955,1719,1626,2530,2575
Mrpl16,5,5,4,6,2,5,4,0
Mrpl17,301,210,273,252,215,194,250,279
Mrpl18,2331,2098,2198,2114,2051,2004,2335,2186
Mrpl21,549,467,468,708,744,592,706,730
Mrpl28,3459,3339,3579,3737,3991,4093,3643,3461
Mrpl3,1437,1312,1607,1852,1688,1430,1862,1856
Mrpl30,3439,3099,3699,3053,3039,2833,3447,3466
Mrpl32,44,22,39,126,133,127,62,62
Mrpl34,323,281,284,233,221,230,306,296
Mrpl35,1224,851,963,196,258,232,404,312
Mrpl36,269,186,232,169,178,123,215,208
Mrpl38,1818,1935,2222,2160,1982,1980,1787,1729
Mrpl39,270,181,279,423,494,437,313,411
Mrpl4,5124,4217,4857,5569,4672,3797,5126,5290
Mrpl40,152,119,164,225,241,271,261,188
Mrpl42,14,12,6,21,13,18,8,7
Mrpl43,15,3,2,0,4,6,4,3
Mrpl48,424,277,260,279,225,218,308,246
Mrpl48-ps,17,37,20,2294,1389,1821,99,46
Mrpl49,2204,2070,2328,2198,2005,2153,2466,2437
Mrpl51,4023,2902,3443,4410,4332,3796,4189,4463
Mrpl52,327,289,358,31,21,52,76,46
Mrpl54,378,396,383,698,649,848,465,1384
Mrpl55,179,144,168,84,63,75,135,106
Mrpl57,6,8,2,11,8,5,12,10
Mrps10,11465,11428,12917,9197,8706,8150,10320,10151
Mrps11,1437,1293,1447,1860,1966,1706,1735,1753
Mrps12,16,3,7,5,3,11,24,33
Mrps16,32,5,9,20,19,17,13,11
Mrps17,3078,2291,2339,2821,2696,3327,6629,6616
Mrps18b,399,480,598,800,750,845,539,518
Mrps22,102,93,76,20,34,49,45,30
Mrps23,1277,1274,1365,1424,1341,1521,1400,1305
Mrps24,276,214,221,189,224,189,299,308
Mrps25,639,479,543,546,568,448,561,622
Mrps27,11832,8549,10502,8180,7923,7793,9311,10026
Mrps31,2587,2900,3187,3392,3403,3592,2591,2353
Mrps33,1504,1672,1783,1850,1859,2072,1940,1643
Mrps34,1817,1412,1646,1074,882,1023,1015,1091
Mrps36-ps1,1898,2117,1972,2360,2423,2419,2734,2275
Mrps5,989,969,1096,1084,1099,1029,1168,1079
Mrps7,2636,2098,2229,1220,1484,1675,1444,1524
Mrs2,7091,7042,7609,7767,7742,7943,7998,7419
Mrvi1,179,156,158,122,131,145,220,219
Ms4a1,5483,4487,5316,3663,3636,3324,4852,5079
Ms4a4b,33,8,14,6,9,7,27,23
Ms4a4c,38960,33410,36600,44835,44788,38890,54938,57930
Ms4a4d,1887,1437,1737,1432,1423,1304,1876,1885
Ms4a6c,3383,3306,3098,2213,2442,2481,3251,3405
Ms4a7,1936,1495,1746,5617,5532,5644,3845,4796
Msantd2,2,1,3,0,4,3,2,8
Msantd4,446,472,557,475,499,575,783,762
Msh6,1335,1557,1787,1689,1942,1895,1490,1432
Msi2,507,353,505,393,449,499,497,509
Msl1,520,445,530,697,667,658,929,948
Msl2,5,0,2,3,2,8,3,6
Msl3,1799,1738,1994,1952,2113,2579,2302,2254
Mslnl,3100,2729,3122,2222,2042,1970,2494,2325
Msmo1,14681,14819,17045,11885,11831,10843,14154,14740
Msn,437,425,489,176,170,165,284,289
Msra,526,1067,984,644,596,671,503,464
Msrb1,28,23,29,35,36,37,55,45
Msrb2,1068,1053,1177,919,925,813,968,1082
Msrb3,692,435,473,838,781,705,586,624
Mst1,687,459,529,505,489,412,724,759
Msto1,834,656,797,462,365,376,476,435
Msx1,1286,1412,1630,1188,1197,1202,1476,1364
Mt1,208,188,198,1994,1582,1721,983,818
Mt2,594,325,400,793,1230,1246,666,675
Mta1,3276,3754,3994,2933,3048,3149,3929,3670
Mta3,1529,1197,1249,1348,1498,1579,1663,1676
Mtap,1033,905,1213,725,587,621,934,943
mt-Atp6,3225,3641,3898,4349,4232,4554,4751,4417
Mtbp,1325,897,1202,1239,1144,1140,1011,1423
Mtch1,679,509,575,459,420,487,476,461
Mtch2,65,42,59,58,60,62,75,70
Mtcl1,2392,2474,2831,1468,1463,1408,2575,2506
Mtcp1,3906,2392,2662,2648,2385,2968,3552,2550
Mtcp1,1970,2089,1897,2100,2163,2276,2865,2849
Mterf2,768,758,853,705,661,638,767,737
Mterf3,823,760,830,755,701,681,820,799
Mterf4,1430,1195,1372,928,765,767,966,856
Mtf2,2756,2976,3266,2678,2627,2484,2639,2552
Mtfp1,862,839,864,939,991,809,698,751
Mtfr1,5501,5874,6373,6225,6195,6474,6373,6169
Mtfr1l,18,24,13,55,61,57,28,31
Mtfr2,39,35,32,54,55,41,38,30
Mtg2,881,850,1057,586,551,582,753,663
Mthfd2l,311,271,305,480,475,514,346,374
Mtmr1,228,224,269,210,208,231,180,244
Mtmr10,8,8,10,43,41,46,18,21
Mtmr11,7807,7829,8811,8631,8438,8436,7375,6875
Mtmr3,489,363,415,607,552,524,731,825
Mtmr4,2133,1984,1895,5788,2849,2732,3724,3183
Mtmr6,1025,855,1025,596,533,559,775,822
Mtmr7,9,11,3,5,3,14,5,3
mt-Nd3,6,4,4,13,7,4,9,19
mt-Nd5,1059,830,1051,930,905,627,919,987
mt-Nd6,5,7,2,2,2,7,5,4
Mtr,1375,1140,1351,929,844,943,1197,1213
Mtrf1l,288,348,316,504,468,586,459,1085
mt-Rnr2,2316,2222,2513,1789,1684,1705,1973,1863
Mtrr,929,971,1193,832,863,880,885,802
Mtss1l,2326,1985,2347,2146,2078,1863,2032,2073
mt-Te,1923,1948,2089,1942,1869,1923,2044,1987
mt-Tm,95,123,122,102,95,134,90,71
mt-Tn,18,12,17,18,16,17,22,37
mt-Tp,339,475,464,287,268,273,418,325
mt-Ts1,4079,3332,3954,2963,2959,2572,3164,3511
Mtus1,7,7,5,12,14,9,5,1
Mtx3,6014,5752,6468,2114,2054,2112,3179,2817
Muc13,7,1,0,1,1,1,3,2
Mul1,19,14,12,12,18,8,13,11
Mum1,1402,1214,1487,2286,2395,2197,2011,1874
Mum1l1,452,483,465,432,470,392,478,400
Mustn1,1537,1430,1675,1568,1552,1589,1801,1767
Mvb12a,5460,6570,6660,4896,4894,5190,5124,4791
Mvb12b,2571,2492,2775,2609,2468,2679,2509,2425
Mvp,1455,1205,1541,1351,1230,1283,1294,1390
Mx1,208,125,162,275,346,342,285,373
Mxd4,3695,3833,4192,3235,3076,3026,3397,3082
Mxra8,139,130,171,96,91,141,177,165
Myadm,1191,1051,1258,972,880,1011,1273,1331
Myadml2,76,46,67,70,94,114,99,114
Myb,142,138,133,141,148,166,160,138
Mybbp1a,5,5,5,2,9,5,8,7
Mybl1,230,219,242,106,83,93,285,268
Mybl2,7,4,5,4,4,3,2,6
Mybpc3,1673,1804,2105,1680,1493,1501,1827,1838
Myc,567,585,602,588,544,570,536,651
Mycbp,1,4,1,4,4,4,4,3
Mycbp2,763,585,657,520,524,461,904,967
Mycbpap,1251,1400,1619,1283,1212,1256,1028,1056
Mycn,5,3,3,3,3,5,7,2
Myct1,1827,1802,2064,1608,1610,1359,1907,1880
Myd88,251,145,215,572,618,522,285,283
Myef2,2130,2191,2348,2574,2575,2877,2179,1948
Myeov2,1,0,5,2,6,3,2,5
Myh11,90,38,40,28,38,31,128,117
Myh14,3106,2939,3275,3042,3184,2491,3111,3567
Myh6,9,4,5,20,19,24,11,7
Myh7b,896,783,1036,846,862,832,802,831
Myh8,378,400,388,379,348,300,426,435
Myl2,34,69,72,81,70,104,34,34
Myl3,2742,2725,3123,2184,2197,2203,2781,2820
Myl6b,1790,1150,1420,2125,2128,1898,2169,2620
Mylip,2530,3901,3776,3277,3832,4075,2538,2488
Mylpf,1369,1194,1351,1640,1473,1580,1458,1245
Mynn,32,24,31,21,23,21,26,25
Myo10,3291,3532,3910,2122,1938,2055,2383,2492
Myo15,820,900,932,645,612,642,773,731
Myo15b,817,849,923,764,670,703,935,865
Myo18a,14,8,9,7,9,7,9,25
Myo18b,463,391,616,210,146,183,154,105
Myo19,334,360,425,455,428,455,250,233
Myo1a,938,998,1017,1387,1419,1545,1134,1051
Myo1c,513,440,503,360,289,276,457,466
Myo1d,1278,1330,1527,817,801,824,1081,1093
Myo1e,862,725,845,704,666,571,844,894
Myo5b,4127,5577,6256,3649,3597,3680,4230,3870
Myo5c,2037,1996,2311,1643,1702,1729,1838,1728
Myo7a,140,245,170,560,701,544,160,247
Myo9a,406,333,426,309,297,277,359,399
Myo9b,17329,18842,20650,9829,10107,10372,13477,12793
Myoc,650,649,715,439,363,326,453,513
Myom2,273,282,335,291,271,258,270,220
Myoz1,13,7,4,3,4,5,8,13
Mypop,276,212,254,193,185,153,258,275
Mypopos,1948,1767,1999,1813,1799,1902,2153,2241
Myrf,813,696,719,733,686,746,1083,936
Myrip,1062,898,1064,791,735,673,877,844
Mysm1,13,8,13,10,15,15,11,11
Mzf1,2469,2811,3286,1983,1935,2043,2528,2439
Mzt2,2843,2695,2981,2591,2494,2555,2610,2630
N28178,0,0,1,18,8,6,1,1
N4bp1,132,152,274,115,92,85,84,86
N4bp2,884,877,1013,952,874,774,1135,1167
N4bp2l1,1290,1407,1584,976,947,1098,1082,1013
N4bp2os,112,103,128,137,117,119,153,177
N6amt1,1135,1237,1302,1021,997,922,1114,1104
N6amt2,2950,2475,3013,2663,2527,2099,2524,2774
Naa10,357,384,423,351,295,285,312,345
Naa15,838,494,539,1020,1108,1130,695,1022
Naa16,62,39,49,33,30,44,26,38
Naa25,18,12,11,14,16,11,13,3
Naa30,7,11,9,13,9,16,15,14
Naa38,2,3,1,1,5,6,1,2
Naa40,5,2,8,6,3,0,4,9
Naaa,101,46,36,67,86,90,77,85
Naalad2,10885,12158,13558,10834,10402,10698,11184,10084
Naaladl1,703,658,683,694,635,524,640,762
Nab1,124,98,100,88,87,94,159,124
Nabp1,1744,1292,1400,2098,1972,1776,2590,2575
Naca,2,1,3,1,5,2,2,6
Nacc1,1710,1703,1882,1744,1702,1654,1733,1634
Nacc2,3508,3851,3983,3290,3436,3460,3573,3335
Nadk,395,264,349,627,536,516,522,529
Nadsyn1,14,8,20,12,13,10,11,7
Nae1,77,59,56,91,70,105,77,180
Naf1,3463,3351,3992,5441,5364,5009,5110,5571
Naga,618,755,801,521,508,537,654,662
Naglu,0,0,0,6,3,3,5,7
Nagpa,262,192,209,380,299,337,344,293
Naif1,12,12,14,10,14,22,4,10
Naip2,2643,2705,3247,2372,2150,2089,2775,2701
Naip3,2270,2167,2358,2111,2203,2345,2383,2384
Naip5,1338,1203,1475,1024,973,959,1116,1034
Naip6,63,50,61,84,90,82,70,75
Nalcn,1664,1921,1486,11813,11281,9760,4701,6010
Nap1l1,111,63,116,6,5,12,12,6
Nap1l4,4313,4431,5084,4548,4317,4025,4725,4502
Nap1l5,45,28,30,73,61,65,22,37
Napa,20,18,26,19,11,19,29,22
Naprt,2359,2290,2738,2324,2364,2291,2550,2564
Narf,192,309,245,266,337,368,231,563
Nars2,136,110,126,157,128,194,147,177
Nasp,699,715,811,598,568,519,702,651
Nat14,11294,11374,11209,14455,15291,15965,14335,12616
Nat6,2511,3142,3023,396,388,546,1277,941
Nat8l,32395,30531,35811,24768,25520,22653,26516,27103
Natd1,1077,1011,1335,1075,980,1025,1080,1186
Nav1,15,10,9,5,11,16,6,8
Nav1,204,152,185,129,106,141,135,146
Nav2,1675,1584,1771,1131,1026,1105,1494,1417
Nav3,20,16,29,9,14,9,7,7
Nbeal1,0,1,3,6,11,9,9,2
Nbl1,8,17,16,0,0,0,17,21
Nbn,8373,6938,8575,4881,4624,4167,5053,5231
Nbr1,119,183,181,219,232,296,107,81
Ncam1,2674,2561,2867,2567,2363,2346,2542,2566
Ncan,4937,4165,4802,4173,4034,3709,4830,5311
Ncapd3,2395,1869,2164,1976,2013,2149,2825,2693
Ncapg,595,539,640,646,578,450,595,663
Ncapg2,4047,3881,4480,3392,3254,3074,4052,4068
Ncaph2,963,784,959,836,812,828,1014,969
Ncdn,2535,1425,1745,1644,1597,1324,2269,2477
Nceh1,5264,4442,5141,5024,4961,4742,5906,5979
Ncf4,274,159,205,199,209,181,272,235
Nckap1,15284,16822,18561,12443,12144,10966,13894,12906
Nckap5l,56,75,77,46,42,40,67,56
Nckap5los,3,5,2,13,5,6,8,7
Nckipsd,621,630,656,765,822,876,1144,1153
Ncl,5516,6211,6642,5591,5918,5095,5711,5287
Ncmap,2057,2105,2300,1459,1202,1515,1542,1229
Ncoa1,2,7,3,1,3,2,5,8
Ncoa3,389,465,589,403,378,398,494,479
Ncoa4,1534,1601,1943,2017,1851,2086,1598,1543
Ncor1,134,100,97,282,313,289,121,112
Ncr3-ps,195,108,98,230,257,234,193,380
Ncstn,205,154,199,131,133,111,141,155
Ndc1,62,36,45,214,139,127,56,38
Ndc80,2,2,3,12,3,20,7,6
Ndel1,3582,3438,3840,3669,3602,3872,3720,3577
Ndfip1,239,192,219,273,243,332,305,364
Ndfip2,422,520,545,435,415,453,531,468
Ndn,845,582,763,462,424,362,696,708
Ndnf,1587,1637,1743,1452,1456,1346,1610,1613
Ndnl2,9,19,25,13,12,19,36,15
Ndor1,98,95,104,13,3,6,91,71
Ndrg1,2518,2370,2546,2126,2197,2053,2676,2834
Ndrg3,814,735,848,743,769,658,758,715
Ndrg4,7808,6588,7538,6563,6343,5719,7682,7617
Ndst1,5074,4565,5230,5410,5432,4974,4627,4625
Ndst3,617,526,590,544,550,546,641,628
Ndufa1,4626,2870,3321,1821,1640,2177,2039,1892
Ndufa10,124,118,151,77,52,91,68,115
Ndufa11,663,653,788,381,298,258,545,573
Ndufa12,250,219,261,134,93,87,220,237
Ndufa6,6005,7030,6375,11069,11141,13692,7148,5884
Ndufa8,1120,1143,1287,734,697,759,1123,967
Ndufa9,20,21,23,12,17,12,22,28
Ndufab1,29,10,12,39,44,57,52,61
Ndufaf2,1007,887,992,1052,964,932,1086,1127
Ndufaf4,4169,3598,4111,4099,4110,4005,4923,4795
Ndufaf7,1768,1560,1636,1964,2099,2207,2013,2093
Ndufb2,9,2,3,2,7,10,2,5
Ndufb5,1237,1180,1455,748,658,640,1036,1036
Ndufc1,1003,894,981,782,840,743,821,891
Ndufs1,17,19,15,0,2,0,13,12
Ndufs3,1969,1806,1820,4437,4322,4852,3690,3264
Ndufs4,3800,3241,3624,2838,2920,2803,3882,3944
Ndufs6,48,30,34,93,89,146,71,81
Ndufs7,3406,3567,3909,3624,3522,3614,3812,3540
Ndufs8,86,51,79,116,192,159,99,119
Ndufv3,1346,932,1071,1573,1522,1734,1888,1924
Neb,273,234,245,276,269,281,292,279
Necap1,927,773,899,1302,1245,1307,1187,1053
Necap2,3409,3161,3672,2813,2802,2951,4084,4187
Nedd4l,3298,3345,3485,3727,3542,3667,3586,3504
Nedd8,8277,8496,10421,5053,4590,4268,5977,5762
Nefh,723,522,661,51,24,49,128,59
Nefm,10,12,16,11,10,24,12,21
Negr1,529,414,488,321,296,364,526,530
Neil1,2915,2677,3083,2792,2733,2638,2851,2641
Nek3,28,12,25,47,35,46,24,28
Nelfa,77,74,103,176,112,148,184,178
Nelfb,237,103,136,128,143,164,270,248
Nelfe,986,1054,1212,703,704,749,873,849
Nepn,55,69,63,56,88,42,64,60
Nes,2,4,3,8,9,14,11,8
Net1,32685,29914,32841,38684,38226,36409,37532,40948
Neto2,415,313,409,175,127,155,248,208
Neu1,7,17,17,18,5,8,10,6
Neurl2,191,182,189,128,163,140,173,190
Neurl3,1734,1985,2157,2588,2505,2543,2188,2234
Neurl4,220,153,180,106,142,160,489,579
Nf1,3692,4688,5162,3481,3654,3898,4272,4273
Nf2,2012,2070,2445,1759,1635,1682,2051,1976
Nfatc1,19,27,25,42,67,81,30,48
Nfatc2ip,6,3,9,2,2,4,4,5
Nfatc3,506,469,475,418,377,349,578,606
Nfatc4,5160,4703,5706,3241,3290,3500,4331,3845
Nfe2l1,612,736,757,948,1088,1400,659,1667
Nfe2l2,133,57,56,123,125,127,164,227
Nfia,2306,2086,2422,2078,1913,1786,2189,2194
Nfib,15,6,6,13,15,17,15,15
Nfic,11129,11839,13832,12643,12392,9776,14102,14499
Nfil3,611,641,673,440,436,494,537,545
Nfkb1,328,286,410,263,300,261,414,493
Nfkbia,974,1170,1351,1013,902,1047,974,965
Nfkbie,1828,1400,1699,1639,1787,1340,1814,2077
Nfkbil1,11256,8676,10223,11015,11216,9027,11739,12950
Nfrkb,282,237,232,664,690,662,551,599
Nfu1,1759,2598,2658,2062,2020,2343,1700,1517
Nfya,66,40,57,54,56,64,97,77
NGDN,1049,946,1327,812,684,834,948,902
Ngfr,988,923,1099,1097,1057,941,1192,1165
Ngfrap1,157,124,115,62,44,63,87,78
Nhlh1,15,11,10,26,17,25,31,18
Nhlrc1,1941,1663,1890,1860,1913,1970,2047,2080
Nhlrc2,248,201,215,552,530,528,455,589
Nhlrc3,525,243,294,463,476,425,847,925
Nhp2,300,345,345,260,257,237,253,248
Nhp2l1,368,393,448,351,329,329,311,328
Nhsl2,129,190,185,131,143,123,159,141
Nid1,529,447,565,239,223,257,268,247
Nifk,1288,1266,1410,950,852,836,927,889
Nin,142,180,210,185,220,228,106,115
Ninj1,1820,2336,2802,2693,3054,2842,1405,1320
Nipa1,493,410,476,288,262,247,405,468
Nipa2,4282,3992,4335,4901,4850,4794,4945,4994
Nipal1,4,5,1,2,4,2,2,4
Nipal2,74,71,56,90,77,93,98,115
Nipal4,1423,1647,1854,1616,1487,1424,1249,1047
Nipbl,140,121,131,153,135,142,217,192
Nipsnap1,9,4,4,6,10,20,6,11
Nipsnap3b,571,396,458,285,276,276,382,427
Nkain4,2381,2259,2707,2028,1907,1854,2250,2239
Nkap,2335,2660,2958,1997,2086,2223,2386,2198
Nkd1,630,599,718,461,494,472,498,486
Nkg7,458,446,486,506,453,540,506,546
Nkiras1,10,11,14,17,20,18,17,13
Nkrf,1007,747,1049,88,52,99,184,78
Nktr,8,8,8,12,14,20,3,6
Nkx2-1,300,315,303,370,395,381,365,361
Nlgn2,902,1056,1168,1044,930,942,921,954
Nlgn3,366,460,406,693,628,717,537,612
Nlk,4802,4681,5220,5251,5046,5665,4869,4631
Nlrc5,2943,3195,3158,2417,2430,2409,2707,2551
Nlrp1a,410,425,427,394,333,336,512,499
Nlrp3,278,268,246,150,97,97,168,184
Nlrp6,4717,4784,4974,10871,10824,10868,8034,7815
Nlrx1,626,539,640,429,396,347,617,587
Nmb,85,114,111,194,173,223,146,127
Nme1,1247,1288,1302,1381,1315,1236,1167,1165
Nme2,1662,1281,1466,1629,1575,1519,2128,2313
Nme4,663,434,531,922,968,895,1021,961
Nme5,1743,1819,2022,1731,1609,1688,1770,1723
Nme6,5717,6735,7423,6826,6425,6464,6495,6614
Nmnat3,2498,2547,2833,2750,2377,2648,2623,2463
Nmral1,1322,1359,1330,1363,1393,1391,1813,1947
Nmrk1,643,571,644,628,574,537,665,768
Nmrk2,1058,867,1003,905,797,844,1039,1003
Nmt2,844,858,921,869,751,689,844,805
Nnt,807,566,711,686,665,503,680,868
Nob1,2240,2305,2477,1718,1661,1676,1983,1877
Nodal,62,56,48,123,117,138,51,56
Nog,245,212,256,397,427,389,198,222
Nol10,47,38,51,58,54,70,49,45
Nol11,3808,3422,3662,4163,3937,4146,3984,4078
Nol4l,2,3,8,4,7,6,7,4
Nol8,28,9,23,25,19,23,19,21
Nom1,8015,9145,9547,8266,8122,8337,8664,7821
Nono,744,710,831,644,637,665,876,781
Nop10,4197,3754,4276,2384,2605,2773,2761,5568
Nop16,1077,1161,1399,1110,1058,1083,904,996
Nop2,612,665,775,758,657,752,450,430
Nop56,193,113,153,163,178,132,229,285
Nos1,816,742,894,869,829,832,958,904
Nos3,612,602,625,507,506,511,755,688
Nosip,216,141,163,234,267,287,303,309
Notch3,43,60,60,63,97,92,54,32
Notch4,1317,1635,1659,1544,1572,1731,1553,1502
Nov,1406,1260,1463,1398,1301,1220,1450,1534
Nova1,1665,1448,1767,1461,1463,1444,1635,1733
Nox1,20,25,29,39,17,23,10,6
Noxo1,3973,4494,4660,5116,4693,4774,4282,4124
Noxred1,795,663,826,759,766,514,734,914
Npas1,295,308,330,280,289,307,319,305
Npas2,1057,945,1012,814,724,740,1049,1007
Npas3,33,21,29,25,33,37,12,18
Npas4,634,740,695,529,562,631,617,461
Npc1l1,19,15,22,23,22,36,22,17
Npc2,819,805,854,927,964,1009,1085,1044
Npdc1,676,753,802,676,645,620,733,721
Npepl1,1219,1103,1166,1157,1254,1121,1302,1352
Nphp4,491,503,584,552,525,438,653,701
Npm1,20587,19550,22587,19499,18911,16954,20612,21349
Npm2,198,119,161,105,96,116,132,134
Npm3,66,72,66,198,250,271,162,216
Nppb,14,16,8,0,6,3,16,20
Nppc,227,293,351,188,109,126,144,186
Npr1,518,709,813,669,641,649,856,709
Npr2,7,4,6,3,2,6,14,17
Npr3,1131,1092,1210,1074,953,1083,1380,1404
Nprl3,1163,1123,1307,900,937,857,1031,987
Npy1r,1749,2155,2435,1269,1365,1456,1940,1861
Nr0b2,1707,1352,1640,1006,962,917,1210,1187
Nr1d1,1283,943,1007,1585,1637,1519,1728,2072
Nr1d2,2632,2322,2554,1906,1864,1887,2023,2060
Nr1h2,253,255,277,205,197,183,266,295
Nr1h3,6,8,4,2,2,1,5,2
Nr1h4,248,256,272,238,229,189,274,312
Nr1i3,33,33,25,33,33,29,23,26
Nr2c1,233,265,291,226,221,199,271,292
Nr2c2ap,8142,7764,7181,9038,9218,8896,10664,9827
Nr3c2,4688,4433,5186,4639,4550,4427,4658,4821
Nr4a2,465,367,406,988,1043,893,874,864
Nr4a3,1425,1363,1549,1308,1195,1100,1185,1176
n-R5s183,1336,1160,1340,1096,975,926,1352,1338
n-R5s197,1392,1221,1194,922,541,912,1600,1599
